date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:47:19	52890/52890	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:18%20GMT	http://localhost/people/	localhost/people/index.html	(from http://localhost/)
11:47:19	24107/24107	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:18%20GMT	http://localhost/internals/	localhost/internals/index.html	(from http://localhost/)
11:47:19	28868/28868	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:18%20GMT	http://localhost/events/	localhost/events/index.html	(from http://localhost/)
11:47:19	26016/26016	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:19%20GMT	http://localhost/cluster-info/using-smaug/	localhost/cluster-info/using-smaug/index.html	(from http://localhost/)
11:47:19	21087/21087	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:19%20GMT	http://localhost/coding-style/	localhost/coding-style/index.html	(from http://localhost/)
11:47:19	344505/344505	U-----	200	untouched ('')	image/png	etag:%22541b9-545d5baaffe80%22	http://localhost/wp-content/uploads/2012/09/molecular-dynamics1-624x390.png	localhost/wp-content/uploads/2012/09/molecular-dynamics1-624x390.png	(from http://localhost/)
11:47:20	26812/26812	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:19%20GMT	http://localhost/2015/09/24/education-prize-to-computational-physics/	localhost/2015/09/24/education-prize-to-computational-physics/index.html	(from http://localhost/)
11:47:20	64446/64446	U-----	200	untouched ('')	image/png	etag:%22fbbe-545d5ba917a00%22	http://localhost/wp-content/uploads/2012/11/fredagsseminar1-150x150.png	localhost/wp-content/uploads/2012/11/fredagsseminar1-150x150.png	(from http://localhost/)
11:47:20	23763/23763	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:20%20GMT	http://localhost/author/marelius/	localhost/author/marelius/index.html	(from http://localhost/)
11:47:20	27728/27728	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:20%20GMT	http://localhost/2015/01/15/national-education-price-awarded-to-computational-physics-professor/	localhost/2015/01/15/national-education-price-awarded-to-computational-physics-professor/index.html	(from http://localhost/)
11:47:21	25620/25620	U-----	200	untouched ('')	image/jpeg	etag:%226414-545d5ba547100%22	http://localhost/wp-content/uploads/2015/01/malthe-150x150.jpg	localhost/wp-content/uploads/2015/01/malthe-150x150.jpg	(from http://localhost/)
11:47:21	33409/33409	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:21%20GMT	http://localhost/author/miladh/	localhost/author/miladh/index.html	(from http://localhost/)
11:47:21	30057/30057	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:21%20GMT	http://localhost/2014/02/22/representing-the-university-of-oslo-at-the-education-fair-in-oslo-spektrum/	localhost/2014/02/22/representing-the-university-of-oslo-at-the-education-fair-in-oslo-spektrum/index.html	(from http://localhost/)
11:47:22	19359/19359	U-----	200	untouched ('')	image/jpeg	etag:%224b9f-545d5ba63b340%22	http://localhost/wp-content/uploads/2014/02/IMG_5230-150x150.jpg	localhost/wp-content/uploads/2014/02/IMG_5230-150x150.jpg	(from http://localhost/)
11:47:22	66822/66822	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:21%20GMT	http://localhost/author/dragly/	localhost/author/dragly/index.html	(from http://localhost/)
11:47:23	27530/27530	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:22%20GMT	http://localhost/2015/02/10/creating-a-3d-neuron-scene-in-blender/	localhost/2015/02/10/creating-a-3d-neuron-scene-in-blender/index.html	(from http://localhost/)
11:47:23	32908/32908	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:22%20GMT	http://localhost/2014/11/22/choosing-the-right-license-for-your-code/	localhost/2014/11/22/choosing-the-right-license-for-your-code/index.html	(from http://localhost/)
11:47:23	25345/25345	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:22%20GMT	http://localhost/author/andreavs/	localhost/author/andreavs/index.html	(from http://localhost/)
11:47:24	74495/74495	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:23%20GMT	http://localhost/author/jorgen/	localhost/author/jorgen/index.html	(from http://localhost/)
11:47:24	33232/33232	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:23%20GMT	http://localhost/2014/11/20/getting-mcalab-up-and-running-on-a-64-bit-installation-of-matlab-on-ubuntu/	localhost/2014/11/20/getting-mcalab-up-and-running-on-a-64-bit-installation-of-matlab-on-ubuntu/index.html	(from http://localhost/)
11:47:24	28502/28502	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:23%20GMT	http://localhost/2014/09/16/find-usages-keybind-broken-qtcreator/	localhost/2014/09/16/find-usages-keybind-broken-qtcreator/index.html	(from http://localhost/)
11:47:25	1015/1015	U--M-Z	200	updated ('OK')	application/javascript	etag:%223f7-545d5bb859e00-gzip%22	http://localhost/wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.7	localhost/wp-content/plugins/jetpack/modules/wpgroho4906.js	(from http://localhost/)
11:47:25	1078/1078	U--M-Z	200	updated ('OK')	application/javascript	etag:%22436-545d5b9e9a140-gzip%22	http://localhost/wp-includes/js/comment-reply.min.js?ver=4.7	localhost/wp-includes/js/comment-reply.min4906.js	(from http://localhost/)
11:47:25	1552/1552	U--M-Z	200	updated ('OK')	application/javascript	etag:%22610-545d5baddc540-gzip%22	http://localhost/wp-content/themes/twentytwelve/js/navigation.js?ver=20140711	localhost/wp-content/themes/twentytwelve/js/navigation0150.js	(from http://localhost/)
11:47:25	69037/69037	U--MC-	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:14%20GMT	http://localhost/wp-json/	localhost/wp-json/index.html	(from http://localhost/)
11:47:25	1552/1552	U--M-Z	200	updated ('OK')	application/javascript	etag:%22610-545d5bb1ace40-gzip%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/jquery.touchwipe.min.js?ver=1.4.6	localhost/wp-content/plugins/wp-jquery-lightbox/jquery.touchwipe.min5f04.js	(from http://localhost/)
11:47:25	9875/9875	U--M-Z	200	updated ('OK')	application/javascript	etag:%222693-545d5bb1ace40-gzip%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/jquery.lightbox.min.js?ver=1.4.6	localhost/wp-content/plugins/wp-jquery-lightbox/jquery.lightbox.min5f04.js	(from http://localhost/)
11:47:25	1398/1398	U--M-Z	200	updated ('OK')	application/javascript	etag:%22576-545d5b9f8e380-gzip%22	http://localhost/wp-includes/js/wp-embed.min.js?ver=4.7	localhost/wp-includes/js/wp-embed.min4906.js	(from http://localhost/)
11:47:26	36412/36412	U--M-Z	200	updated ('OK')	text/css	etag:%228e3c-545d5baed0780-gzip%22	http://localhost/wp-content/themes/twentytwelve/style.css	localhost/wp-content/themes/twentytwelve/style.css	(from http://localhost/wp-content/themes/compphys/style.css?ver=4.7)
11:47:26	2767/2767	U-----	200	untouched ('')	image/gif	etag:%22acf-545d5bb0b8c00%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/loading.gif	localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/loading.gif	(from http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/lightbox.min.css?ver=1.4.6)
11:47:26	979/979	U-----	200	untouched ('')	image/gif	etag:%223d3-545d5bb0b8c00%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/closelabel.gif	localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/closelabel.gif	(from http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/lightbox.min.css?ver=1.4.6)
11:47:26	204/204	U--M-Z	200	updated ('OK')	text/css	etag:%22cc-545d5baddc540-gzip%22	http://localhost/wp-content/themes/compphys/people-list.css	localhost/wp-content/themes/compphys/people-list.css	(from http://localhost/wp-content/themes/compphys/style.css?ver=4.7)
11:47:26	43/43	U-----	200	untouched ('')	image/gif	etag:%222b-545d5bb0b8c00%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/blank.gif	localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/blank.gif	(from http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/lightbox.min.css?ver=1.4.6)
11:47:26	307/307	U-----	200	untouched ('')	image/gif	etag:%22133-545d5bb0b8c00%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/prev.gif	localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/prev.gif	(from http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/lightbox.min.css?ver=1.4.6)
11:47:26	305/305	U-----	200	untouched ('')	image/gif	etag:%22131-545d5bb0b8c00%22	http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/next.gif	localhost/wp-content/plugins/wp-jquery-lightbox/styles/images/next.gif	(from http://localhost/wp-content/plugins/wp-jquery-lightbox/styles/lightbox.min.css?ver=1.4.6)
11:47:26	565950/565950	U-----	200	untouched ('')	image/png	etag:%228a2be-545d5ba8237c0%22	http://localhost/wp-content/uploads/2012/11/fredagsseminar1-624x351.png	localhost/wp-content/uploads/2012/11/fredagsseminar1-624x351.png	(from http://localhost/blog/)
11:47:27	24897/24897	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:26%20GMT	http://localhost/category/awards/	localhost/category/awards/index.html	(from http://localhost/blog/)
11:47:27	46391/46391	U-----	200	untouched ('')	image/jpeg	etag:%22b537-545d5ba547100%22	http://localhost/wp-content/uploads/2015/02/neuron-624x423.jpg	localhost/wp-content/uploads/2015/02/neuron-624x423.jpg	(from http://localhost/blog/)
11:47:27	28871/28871	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:27%20GMT	http://localhost/category/3d/	localhost/category/3d/index.html	(from http://localhost/blog/)
11:47:27	58969/58969	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:27%20GMT	http://localhost/category/featured/	localhost/category/featured/index.html	(from http://localhost/blog/)
11:47:28	87284/87284	U-----	200	untouched ('')	image/jpeg	etag:%22154f4-545d5ba547100%22	http://localhost/wp-content/uploads/2015/01/malthe.jpg	localhost/wp-content/uploads/2015/01/malthe.jpg	(from http://localhost/blog/)
11:47:28	25653/25653	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:27%20GMT	http://localhost/category/visualization/	localhost/category/visualization/index.html	(from http://localhost/blog/)
11:47:28	21571/21571	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:27%20GMT	http://localhost/category/blender/	localhost/category/blender/index.html	(from http://localhost/blog/)
11:47:28	67293/67293	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:27%20GMT	http://localhost/category/computational-physics/	localhost/category/computational-physics/index.html	(from http://localhost/blog/)
11:47:29	42101/42101	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:28%20GMT	http://localhost/category/technical/	localhost/category/technical/index.html	(from http://localhost/blog/)
11:47:29	29451/29451	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:28%20GMT	http://localhost/tag/bsd/	localhost/tag/bsd/index.html	(from http://localhost/blog/)
11:47:29	29480/29480	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:28%20GMT	http://localhost/tag/copyleft-2/	localhost/tag/copyleft-2/index.html	(from http://localhost/blog/)
11:47:29	29506/29506	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:28%20GMT	http://localhost/category/copyleft/	localhost/category/copyleft/index.html	(from http://localhost/blog/)
11:47:31	29481/29481	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:29%20GMT	http://localhost/tag/copyright/	localhost/tag/copyright/index.html	(from http://localhost/blog/)
11:47:31	29451/29451	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:29%20GMT	http://localhost/tag/gpl/	localhost/tag/gpl/index.html	(from http://localhost/blog/)
11:47:31	29491/29491	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:29%20GMT	http://localhost/tag/john-hunter/	localhost/tag/john-hunter/index.html	(from http://localhost/blog/)
11:47:31	29471/29471	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:29%20GMT	http://localhost/tag/license/	localhost/tag/license/index.html	(from http://localhost/blog/)
11:47:31	29476/29476	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:31%20GMT	http://localhost/tag/licenses/	localhost/tag/licenses/index.html	(from http://localhost/blog/)
11:47:31	29481/29481	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:31%20GMT	http://localhost/tag/licensing/	localhost/tag/licensing/index.html	(from http://localhost/blog/)
11:47:31	29491/29491	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:31%20GMT	http://localhost/tag/open-source/	localhost/tag/open-source/index.html	(from http://localhost/blog/)
11:47:31	29516/29516	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:31%20GMT	http://localhost/tag/richard-stallman/	localhost/tag/richard-stallman/index.html	(from http://localhost/blog/)
11:47:33	61701/61701	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:32%20GMT	http://localhost/category/programming/	localhost/category/programming/index.html	(from http://localhost/blog/)
11:47:33	26884/26884	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:32%20GMT	http://localhost/tag/matlab/	localhost/tag/matlab/index.html	(from http://localhost/blog/)
11:47:33	71397/71397	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:32%20GMT	http://localhost/category/uncategorized/	localhost/category/uncategorized/index.html	(from http://localhost/blog/)
11:47:33	30167/30167	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:32%20GMT	http://localhost/2014/09/16/pycharm-for-qtcreator-fanatics/	localhost/2014/09/16/pycharm-for-qtcreator-fanatics/index.html	(from http://localhost/blog/)
11:47:33	28023/28023	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:33%20GMT	http://localhost/2014/09/03/fixing-gdb-issues-with-gcc-4-8-x-and-c11/	localhost/2014/09/03/fixing-gdb-issues-with-gcc-4-8-x-and-c11/index.html	(from http://localhost/blog/)
11:47:33	25561/25561	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:33%20GMT	http://localhost/2014/08/04/latex-package-for-uio-masters-theses/	localhost/2014/08/04/latex-package-for-uio-masters-theses/index.html	(from http://localhost/blog/)
11:47:33	29189/29189	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:33%20GMT	http://localhost/2014/07/09/circumventing-annoying-library-path-issues-with-qtcreator/	localhost/2014/07/09/circumventing-annoying-library-path-issues-with-qtcreator/index.html	(from http://localhost/blog/)
11:47:33	79498/79498	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:33%20GMT	http://localhost/blog/page/2/	localhost/blog/page/2/index.html	(from http://localhost/blog/)
11:47:35	6808/6808	U-----	200	untouched ('')	image/png	etag:%221a98-545d5ba8237c0%22	http://localhost/wp-content/uploads/2012/11/fredagsseminar1-45x45.png	localhost/wp-content/uploads/2012/11/fredagsseminar1-45x45.png	(from http://localhost/blog/)
11:47:35	1048/1048	U-----	200	untouched ('')	image/jpeg	etag:%22418-545d5ba547100%22	http://localhost/wp-content/uploads/2015/02/neuron-45x45.jpg	localhost/wp-content/uploads/2015/02/neuron-45x45.jpg	(from http://localhost/blog/)
11:47:35	20170/20170	U-----	200	untouched ('')	image/jpeg	etag:%224eca-545d5ba547100%22	http://localhost/wp-content/uploads/2015/01/malthe-45x45.jpg	localhost/wp-content/uploads/2015/01/malthe-45x45.jpg	(from http://localhost/blog/)
11:47:35	27030/27030	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:33%20GMT	http://localhost/2014/07/05/visualization-of-training-neural-networks/	localhost/2014/07/05/visualization-of-training-neural-networks/index.html	(from http://localhost/blog/)
11:47:35	738/738	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22315c34431476580113c85153215101b5-gzip%22	http://localhost/software/feed/	localhost/software/feed/index.html	(from http://localhost/software/)
11:47:35	10206/10206	U--M-Z	200	updated ('OK')	text/css	etag:%2227de-545d5bba42280-gzip%22	http://localhost/wp-content/plugins/drop-shadow-boxes/css/dropshadowboxes.css?ver=1.5.5	localhost/wp-content/plugins/drop-shadow-boxes/css/dropshadowboxes2846.css	(from http://localhost/software/)
11:47:35	3117/3117	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:35%20GMT	http://localhost/wp-login.php	localhost/wp-login.html	(from http://localhost/blog/)
11:47:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:35%20GMT	http://localhost/?p=599	localhost/indexa9e1.html	(from http://localhost/software/)
11:47:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/?p=10	localhost/index64b4.html	(from http://localhost/projects/)
11:47:36	2205/2205	U--M--	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fsoftware%2F	localhost/wp-json/oembed/1.0/embedc361.json	(from http://localhost/software/)
11:47:36	738/738	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22315c34431476580113c85153215101b5-gzip%22	http://localhost/projects/feed/	localhost/projects/feed/index.html	(from http://localhost/projects/)
11:47:36	736/736	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22315c34431476580113c85153215101b5-gzip%22	http://localhost/courses/feed/	localhost/courses/feed/index.html	(from http://localhost/courses/)
11:47:36	2205/2205	U--M--	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fprojects%2F	localhost/wp-json/oembed/1.0/embed9836.json	(from http://localhost/projects/)
11:47:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/?p=93	localhost/index36d4.html	(from http://localhost/courses/)
11:47:36	2200/2200	U--M--	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fcourses%2F	localhost/wp-json/oembed/1.0/embed7934.json	(from http://localhost/courses/)
11:47:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:36%20GMT	http://localhost/?p=8	localhost/index2df4.html	(from http://localhost/thesises/)
11:47:37	736/736	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22315c34431476580113c85153215101b5-gzip%22	http://localhost/thesises/feed/	localhost/thesises/feed/index.html	(from http://localhost/thesises/)
11:47:37	2199/2199	U--M--	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fthesises%2F	localhost/wp-json/oembed/1.0/embedd296.json	(from http://localhost/thesises/)
11:47:37	734/734	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22315c34431476580113c85153215101b5-gzip%22	http://localhost/people/feed/	localhost/people/feed/index.html	(from http://localhost/people/)
11:47:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/?p=4	localhost/index5c7e.html	(from http://localhost/people/)
11:47:37	2195/2195	U--M--	200	updated ('OK')	application/json	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fpeople%2F	localhost/wp-json/oembed/1.0/embed3b7c.json	(from http://localhost/people/)
11:47:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/?author=11	localhost/indexc268.html	(from http://localhost/people/)
11:47:37	21970/21970	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/?author=7	localhost/index0171.html	(from http://localhost/people/)
11:47:38	21070/21070	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/?author=36	localhost/index1d4a.html	(from http://localhost/people/)
11:47:38	20714/20714	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:37%20GMT	http://localhost/?author=17	localhost/index1aec.html	(from http://localhost/people/)
11:47:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=33	localhost/index5214.html	(from http://localhost/people/)
11:47:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=9	localhost/index873b.html	(from http://localhost/people/)
11:47:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=4	localhost/indexae7b.html	(from http://localhost/people/)
11:47:38	21175/21175	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=2	localhost/index3f71.html	(from http://localhost/people/)
11:47:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=1	localhost/indexcd64.html	(from http://localhost/people/)
11:47:38	21105/21105	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=10	localhost/index4064.html	(from http://localhost/people/)
11:47:39	20712/20712	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=3	localhost/index6b42.html	(from http://localhost/people/)
11:47:39	20470/20470	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2013%20Jan%202017%2010:47:38%20GMT	http://localhost/?author=37	localhost/index9a4e.html	(from http://localhost/people/)
